name,g_bar,g_obs,r_frac
DDO064,581.4106044466877,618.2590279895695,0.9322033346696471
DDO064,581.4105584746452,618.2589714775203,0.9661016673348236
DDO064,581.4105671995505,618.2589987760966,1.0
DDO154,3797.687479497387,14909.009121420018,0.01694915313399473
DDO154,3797.6873882824625,14909.009767432168,0.05084746172903013
DDO154,3797.6876887981457,14909.011065311804,0.08474576334292772
DDO154,3797.6877690559477,14909.011275952664,0.11864406495682528
DDO154,3613.3904362589374,14093.777906927033,0.15254237587890665
DDO154,3419.1741702702334,13228.124970905212,0.18644068680098794
DDO154,3213.2399879685004,12301.28239306215,0.22033896979851803
DDO154,2993.1712929314435,11297.960870187293,0.2542372900287831
DDO154,2475.46373393385,8435.197271697763,0.2881356102590482
DDO154,1815.700231279467,3253.518280033752,0.3220338932565783
DDO154,1526.1419987887125,4065.314898194681,0.3559322134868434
DDO154,1166.8128427887757,4457.325862287388,0.3898305337171086
DDO154,1080.8287156272693,3418.1961908831795,0.42372881671463863
DDO154,987.3849430705412,1302.1761760794616,0.45762709971216864
DDO154,930.9520179113741,2192.3274119234297,0.4915254199424337
DDO154,870.8699505589564,2626.729166895451,0.5254237401726989
DDO154,806.3232515111265,2945.251895107547,0.559322060402964
DDO154,604.7282213562903,782.1183732550327,0.5932203434004939
DDO154,533.7176794387545,663.3326935705377,0.6271186263980241
DDO154,451.67788335692205,497.8605363223604,0.6610169466282891
DDO154,416.6740493914517,2373.3835668057945,0.6949152668585542
DDO154,356.0805923304555,437.86433521959464,0.7288135870888194
DDO154,332.33221997097377,349.4476344253061,0.7627118328536143
DDO154,304.1240216256348,315.5131238796296,0.7966101530838795
DDO154,340.38732962890145,1479.328074458626,0.8305084733141446
DDO154,373.1429075626869,1983.8082490146164,0.8644067935444096
DDO154,247.22859800649402,302.93767896639673,0.8983051137746748
DDO154,213.70350224717427,218.65592773106053,0.9322034340049399
DDO154,202.76222233246767,206.55582734066894,0.9661016797697347
DDO154,191.19584620857052,193.25895817009356,1.0
DDO161,1551.2793450313955,6419.714984733172,0.016949152245485207
DDO161,1551.2792355817444,6419.714855109691,0.05084745776683048
DDO161,1624.711001966064,5978.339768533463,0.08474576019705118
DDO161,1694.9643864604475,5464.116461873115,0.11864407087027075
DDO161,1636.3817673999329,3866.856890758087,0.15254236505749255
DDO161,1522.4918711047487,3111.859681126689,0.18644067573071213
DDO161,1424.3642148606962,2823.625401180595,0.22033898640393168
DDO161,1318.9559731344457,2497.8431612879153,0.2542372805911536
DDO161,1153.3469824246752,1888.1832709346986,0.2881355747783753
DDO161,1072.0926554847413,1729.2124488996758,0.32203388545159495
DDO161,977.4583163099837,1480.1010994314045,0.35593219612481447
DDO161,866.8125035378472,1354.6673041029653,0.3898305067980341
DDO161,773.4761313148714,1076.055725901507,0.42372878449925816
DDO161,702.6049993529706,1001.9167757687551,0.4576270951724778
DDO161,635.4443526217922,833.4943013769713,0.4915254058456973
DDO161,569.0745347585904,812.1302945400074,0.5254237165189168
DDO161,512.7457314384868,638.0435365786511,0.5593220271921364
DDO161,452.9380488285835,611.2555175846616,0.5932202719213651
DDO161,407.0796220937123,482.2985779350572,0.6271186485385757
DDO161,371.6940928270423,533.74943370777,0.6610168932678044
DDO161,341.3530139485425,391.6661447225436,0.6949152698850148
DDO161,304.004008222598,411.79790228401055,0.7288135146142434
DDO161,284.36226807190815,316.8107361025594,0.7627118912314538
DDO161,258.25166100891533,354.71890079717286,0.7966101359606824
DDO161,236.93857799879922,257.5766367530813,0.8305085125778928
DDO161,216.61328929812026,309.3153607099159,0.8644067573071217
DDO161,201.40805069388395,214.79908086872297,0.8983050020363503
DDO161,182.36211261190823,257.10424700083786,0.9322033786535607
DDO161,170.08132896521178,178.46901958760745,0.9661016233827896
DDO161,156.48186177681964,221.2464735650915,1.0
DDO168,746.4733406128041,1570.0146848687946,0.016949151862294946
DDO168,746.47328573738,1570.0145818497303,0.050847455586884825
DDO168,746.4733566072101,1570.0147462512139,0.08474575931147474
DDO168,746.4732661422304,1570.014530825996,0.1186440630360646
DDO168,746.4732774085006,1570.0145883321882,0.1525423667606545
DDO168,750.4442145256404,1544.062974809924,0.18644067048524438
DDO168,754.3943533660376,1516.917200616799,0.22033897420983425
DDO168,758.3238436138828,1488.4275208449133,0.25423726455955814
DDO168,762.232924598899,1458.4093454699798,0.2881355950338801
DDO168,766.1222089313063,1426.6311307074668,0.3220338720087379
DDO168,769.9917844998722,1392.7938040369102,0.35593220248305985
DDO168,754.8306036057595,1318.1467090075396,0.3898304794579176
DDO168,739.358366014281,1236.1154200836136,0.42372880993223966
DDO168,723.5555535921499,1143.3295500800066,0.45762708690709747
DDO168,707.3997170623232,1032.4424867902662,0.4915254173814194
DDO168,678.2585799396506,964.5614573273286,0.5254236943562772
DDO168,647.8077196373048,889.2324316771627,0.5593220248305992
DDO168,634.0068606629827,860.1404044583186,0.5932203553049211
DDO168,619.8987512079227,829.6291705059382,0.6271186322797788
DDO168,605.461955613185,797.3925002435951,0.6610169092546367
DDO168,587.1334502513207,777.4784427193229,0.6949152397289589
DDO168,568.2139954547299,756.9601260152837,0.7288135702032807
DDO168,548.6426348808142,735.7762137553829,0.7627118471781386
DDO168,528.3467304534679,713.8537386820066,0.7966101241529963
DDO168,509.497096135896,663.8497050286352,0.8305084546273183
DDO168,489.9226547321259,604.9730998880344,0.8644067851016403
DDO168,470.8683368772978,576.6202395224575,0.8983050085770339
DDO168,451.0097431012574,546.562470140369,0.9322033390513561
DDO168,430.23543977092015,514.3614088397663,0.9661016695256779
DDO168,401.2622576481299,503.4630812297054,1.0
DDO170,302.12733755502114,2590.4731651543507,0.01694915248556183
DDO170,302.1272939266283,2590.473393108807,0.05084745633940149
DDO170,334.8409522289875,2423.5074417823234,0.08474575907595715
DDO170,364.6313619709922,2232.3912777100986,0.11864406628164881
DDO170,379.8698698896955,1696.6622039287502,0.15254237348734045
DDO170,382.90744505518927,1482.3096478178768,0.18644066281648813
DDO170,381.1729672299256,1381.1338465900903,0.22033898789872378
DDO170,369.80026939709745,1253.849341411124,0.2542372772278714
DDO170,361.60610133413564,1110.0683979359535,0.28813560231010715
DDO170,345.51754539346877,979.0995037543131,0.3220338916392548
DDO170,331.157814069361,886.0960060552113,0.35593221672149045
DDO170,314.8560872710473,796.1291905131516,0.3898305060506381
DDO170,296.633426596137,731.9130930871967,0.42372879537978575
DDO170,281.5444290205666,643.7216367384067,0.4576270847089333
DDO170,263.37789682423636,575.4270492048964,0.4915254097911691
DDO170,246.27833326998697,511.6814289806548,0.5254237348734048
DDO170,230.51620566886848,478.4277721454883,0.5593220242025524
DDO170,218.81119787388505,423.39135115329395,0.5932203135317
DDO170,202.16460877983985,381.4254286352002,0.6271186028608476
DDO170,193.45505556214334,350.22127961970426,0.6610169636961714
DDO170,180.36853911601222,315.87963022593163,0.694915181519143
DDO170,168.9281310527224,298.795423080943,0.7288135423544666
DDO170,158.84775337067603,262.6766969132229,0.7627119031897904
DDO170,147.9480580253441,243.15640652093273,0.7966101210127619
DDO170,139.83532580151908,219.3449576992611,0.8305084818480857
DDO170,131.26479317823268,212.514056887212,0.8644066996710572
DDO170,122.89770716592857,183.53973447639834,0.8983050605063808
DDO170,114.56495619909221,177.0667241516735,0.9322034213417048
DDO170,108.85439945256937,155.709683084193,0.9661016391646763
DDO170,100.95348262361483,154.41370802553652,1.0
ESO079-G014,623.5378906675753,9045.974513064157,0.016949152934563394
ESO079-G014,623.5377952775374,9045.97497697769,0.050847458803690175
ESO079-G014,865.4446976746627,8241.127811739598,0.08474576136721122
ESO079-G014,983.8305771293008,7005.043121519604,0.11864407384754948
ESO079-G014,1081.0132329578157,6433.91795252038,0.1525423731054648
ESO079-G014,1160.5857299939212,5999.735028567397,0.18644068558580304
ESO079-G014,1175.9291403862749,5650.776430969579,0.22033898484371836
ESO079-G014,1196.6037666341476,5120.403174906825,0.25423728410163365
ESO079-G014,1198.3527728568713,4766.169498388882,0.288135583359549
ESO079-G014,1186.2291766350036,4400.479627212508,0.3220339090623102
ESO079-G014,1157.8014972960484,3913.378217711316,0.3559321818753796
ESO079-G014,1134.719915319803,3668.1597996390415,0.3898305075781408
ESO079-G014,1099.9192405361528,3383.906909493144,0.423728833280902
ESO079-G014,1054.9818034490177,3042.01518327528,0.45762710609397145
ESO079-G014,1035.6431582481875,2920.0128936231013,0.49152537890704084
ESO079-G014,992.2466857422371,2684.732732618698,0.5254237574994939
ESO079-G014,954.8537116033981,2478.419681344619,0.5593220303125632
ESO079-G014,910.6961703818486,2269.6847070933763,0.5932203031256326
ESO079-G014,863.8555481576964,2075.3342527746154,0.6271186817180856
ESO079-G014,829.8907773140243,1928.236157833082,0.661016954531155
ESO079-G014,791.1299262506978,1781.0140259650339,0.6949152273442245
ESO079-G014,758.0791463652845,1661.245453154738,0.7288135530469857
ESO079-G014,727.2092758026931,1563.0716527287896,0.7627118787497469
ESO079-G014,687.737264366227,1426.385983627543,0.7966101515628164
ESO079-G014,656.6288037880308,1326.296026370301,0.8305084772655775
ESO079-G014,622.0696163669719,1228.0513465568135,0.8644068029683387
ESO079-G014,593.1949159497544,1139.68506035245,0.898305075781408
ESO079-G014,567.6049238502852,1071.1513487763314,0.9322033485944776
ESO079-G014,536.7676652549795,992.4668159602635,0.9661017271869305
ESO079-G014,518.0696114125334,936.9853826962951,1.0
ESO116-G012,2119.5674795841032,18294.65258480437,0.01694915119256306
ESO116-G012,2119.5678124333763,18294.65140257656,0.05084745497486075
ESO116-G012,2171.7092603805863,17200.93085252439,0.08474575456564372
ESO116-G012,2222.6278174920044,16011.088449552888,0.1186440541564267
ESO116-G012,2272.4056664154023,14696.808170341863,0.15254236492458223
ESO116-G012,2157.7332917803083,9235.981181025723,0.18644067569273778
ESO116-G012,2092.7043938333227,8355.9683938222,0.2203389641061482
ESO116-G012,2025.588763022704,7350.564287904202,0.25423727487430375
ESO116-G012,1919.6027980117844,6370.261123298356,0.2881355856424593
ESO116-G012,1714.5342353771118,5768.050739044671,0.3220338740558697
ESO116-G012,1610.6100887281548,4404.412585694689,0.3559321848240252
ESO116-G012,1442.337248543096,3558.14981917158,0.38983049559218075
ESO116-G012,1360.7216305758507,3558.3226191270574,0.4237287840055913
ESO116-G012,1283.04597002505,2881.2131144538034,0.45762711712849186
ESO116-G012,1187.7704044595253,2543.4282834523715,0.4915254055419023
ESO116-G012,1063.1881960216244,2514.6742201027923,0.5254236939553126
ESO116-G012,966.1793947759345,1831.0071895093076,0.559321982368723
ESO116-G012,897.623766967989,1635.4927695544231,0.5932203154916238
ESO116-G012,854.6624086135553,1754.0169383678679,0.6271186039050342
ESO116-G012,771.8046572863527,1305.3453591122766,0.6610169370279348
ESO116-G012,707.1287902316894,1631.0162247896226,0.6949152254413453
ESO116-G012,651.4191904656267,1031.2569848408964,0.7288135138547556
ESO116-G012,589.8502872733421,889.9898296111426,0.7627118022681659
ESO116-G012,555.4908455349512,1125.7778809059287,0.7966100906815765
ESO116-G012,528.9097833174051,765.8188453428131,0.8305084685139672
ESO116-G012,484.69276918347174,681.0086842697092,0.8644066675083973
ESO116-G012,454.0519887720451,985.3056084444344,0.898305045340788
ESO116-G012,427.64724317008955,577.0263588569085,0.9322033337541986
ESO116-G012,407.6250512797841,541.5439537337916,0.9661016221676091
ESO116-G012,370.96414891244547,701.2090498431143,1.0
ESO444-G084,1688.6066181819353,12474.256245307095,0.016949152779021627
ESO444-G084,1688.6065999120194,12474.257880019464,0.05084745678570088
ESO444-G084,1688.6064507821607,12474.25741709262,0.08474576544647215
ESO444-G084,1688.606490177371,12474.256338654237,0.11864407410724338
ESO444-G084,1688.6065781299767,12474.257983396854,0.15254237035710264
ESO444-G084,1627.9804598809703,11919.204237169382,0.18644069142878592
ESO444-G084,1565.007626080588,11336.81897673775,0.2203389876786451
ESO444-G084,1499.392312112655,10722.586778231287,0.2542372839285044
ESO444-G084,1430.7710352102395,10070.583175625106,0.28813560500018764
ESO444-G084,1358.688375477495,9372.761769951356,0.3220339260718709
ESO444-G084,1255.4200082041848,8243.010195184444,0.3559321974999062
ESO444-G084,1142.8582486217094,6924.506455714136,0.3898305185715894
ESO444-G084,1017.9247558350851,5263.922162519865,0.4237288396432727
ESO444-G084,875.3375963321477,2496.9210713691928,0.4576271607149559
ESO444-G084,748.8396949187918,3169.987434443823,0.49152543214299116
ESO444-G084,596.0752771118,3611.764273414509,0.5254237035710264
ESO444-G084,555.1789006922597,2709.343728971048,0.5593220742863577
ESO444-G084,511.0199833105978,942.8451902743294,0.593220345714393
ESO444-G084,487.66182025706223,1570.2925630644484,0.6271186667860762
ESO444-G084,463.1271338146613,1932.0402324511424,0.6610169878577594
ESO444-G084,437.2178082901049,2210.1594244858593,0.6949152592857947
ESO444-G084,409.6730881023208,2441.6520273332158,0.7288135803574779
ESO444-G084,368.6303654506461,1814.1707599068693,0.7627119014291611
ESO444-G084,322.40441308876177,546.5353945808805,0.7966101728571965
ESO444-G084,299.16071469379045,488.2115863639612,0.8305085435725276
ESO444-G084,273.95189579422976,419.7111642889596,0.8644068150005629
ESO444-G084,246.17506265476203,328.3413163255143,0.8983050864285981
ESO444-G084,218.07143347928832,2036.5997081814144,0.9322034571439295
ESO444-G084,207.53353088915267,1494.7407131201755,0.9661017285719647
ESO444-G084,196.43109335491636,278.64002819209287,1.0
ESO563-G021,3223.0991369125313,109873.29185838613,0.016949153048890112
ESO563-G021,5339.781344278667,84033.39141057889,0.05084746044599715
ESO563-G021,6360.881163059432,64885.36781606612,0.08474576394512376
ESO563-G021,6534.18160779489,52720.9607258662,0.11864406744425038
ESO563-G021,6340.582377364898,42289.61841067847,0.15254238133799145
ESO563-G021,5942.025987195868,33989.37851325647,0.18644067444250356
ESO563-G021,5449.13111304518,27420.149626945633,0.22033898833624463
ESO563-G021,4957.571947794765,22398.03017288392,0.2542373022299857
ESO563-G021,4477.053131728226,18346.904059162887,0.28813559533449784
ESO563-G021,4012.7453295850946,15044.211896797524,0.32203390922823893
ESO563-G021,3587.510468136648,12368.53818408638,0.35593222312198003
ESO563-G021,3198.867532536998,10228.077162979389,0.3898305162264922
ESO563-G021,2875.3465004306518,8603.433935388495,0.4237288093310044
ESO563-G021,2569.056122802571,7199.743197294734,0.45762714401397436
ESO563-G021,2307.8582374229495,6073.496659238103,0.49152543711848645
ESO563-G021,2061.939137117409,5129.044432841269,0.5254237302229986
ESO563-G021,1850.7570509217032,4347.332017314712,0.5593220649059686
ESO563-G021,1665.3150726223396,3732.313235054022,0.5932203580104809
ESO563-G021,1497.8247630387807,3183.5678657298863,0.6271186511149929
ESO563-G021,1359.3499707357698,2762.7409832501753,0.661016985797963
ESO563-G021,1229.7828971265633,2399.7466926200827,0.6949152789024751
ESO563-G021,1116.7833848997848,2081.5512959594253,0.7288135720069872
ESO563-G021,1016.3663451722015,1844.5436988708555,0.7627119066899573
ESO563-G021,926.9821832331959,1609.954175272706,0.7966101582160112
ESO563-G021,848.0303015281147,1438.758564236474,0.8305084928989814
ESO563-G021,776.5106064125714,1265.1402005080874,0.8644068275819515
ESO563-G021,710.0316976510518,1140.2911240996139,0.8983050791080057
ESO563-G021,651.0377841254173,1020.3022256156881,0.9322034137909758
ESO563-G021,598.734290957661,894.6457584091092,0.9661017484739458
ESO563-G021,550.3538593874274,822.4548282077384,1.0
F561-1,425.5667367148896,425.5667367148896,0.016949152445688235
F561-1,425.56669318736743,425.5667471687496,0.05084745733706471
F561-1,465.9955148366788,465.9955148366788,0.08474576222844117
F561-1,503.18644999144004,503.18644999144004,0.11864407282421173
F561-1,537.8116874391585,537.8116874391585,0.15254236630680001
F561-1,577.9296634676857,577.9296634676857,0.18644068260696472
F561-1,587.0839228202778,587.0839228202778,0.22033897608955297
F561-1,596.0973697673257,596.0973697673257,0.2542372695721412
F561-1,603.7425822665784,603.7425822665784,0.2881355858723059
F561-1,602.8107369059802,602.8107369059802,0.32203390217247063
F561-1,597.2733577094749,597.2733577094749,0.3559321956550588
F561-1,588.4258589548501,588.4258589548501,0.38983048913764723
F561-1,579.4431657104967,579.4431657104967,0.4237287826202354
F561-1,565.1089834960895,565.1089834960895,0.4576271217379765
F561-1,551.464645601274,551.464645601274,0.49152536958541193
F561-1,535.6931110782566,535.6931110782566,0.525423708703153
F561-1,527.067914593833,527.067914593833,0.5593220478208941
F561-1,506.2984668501799,506.2984668501799,0.5932202956683296
F561-1,486.29868651655573,486.29868651655573,0.6271186347860706
F561-1,467.86796791351,467.86796791351,0.6610169282686589
F561-1,454.8240825300814,454.8240825300814,0.6949152217512472
F561-1,437.5520823544811,437.5520823544811,0.7288135608689882
F561-1,424.4416251983323,424.4416251983323,0.7627118087164236
F561-1,407.95444257322714,407.95444257322714,0.7966101478341647
F561-1,393.79792341725704,393.79792341725704,0.8305084869519058
F561-1,374.748809690818,374.748809690818,0.8644067347993413
F561-1,360.76226620912917,360.76226620912917,0.8983050739170823
F561-1,349.648470844443,349.648470844443,0.9322033217645178
F561-1,335.50803413086163,335.50803413086163,0.9661016608822589
F561-1,317.41658754408184,317.41658754408184,1.0
F563-1,274.3043976195653,4917.843110614764,0.016949151613045856
F563-1,333.5208934125946,4591.513768789023,0.050847454839137565
F563-1,383.70490522725373,4217.574880711415,0.08474575806522927
F563-1,447.46199695824936,3400.3324761016697,0.11864406129132099
F563-1,474.74553179391893,3147.7153985433542,0.1525423754834716
F563-1,481.74595847184435,2854.1177206699253,0.18644067870956327
F563-1,484.05937250738754,2547.8023636214402,0.2203389600035372
F563-1,478.14470674609015,2298.417008639661,0.25423728516174676
F563-1,467.10705359047995,2053.515705198559,0.28813556645572064
F563-1,456.6428488551732,1901.2499846508335,0.32203389161393015
F563-1,439.83844120277325,1717.3459359584217,0.35593221677213965
F563-1,419.10165936749803,1515.1781341376814,0.3898304980661136
F563-1,402.0164704947075,1389.646351961964,0.4237287793600874
F563-1,385.06431608340455,1263.0903170989636,0.4576271045182971
F563-1,364.31172831107494,1131.2595794443541,0.49152542967650653
F563-1,344.5803417169261,1023.1650251373989,0.5254237109704805
F563-1,326.6953234895104,925.4797756671916,0.5593219922644543
F563-1,310.84499479301473,846.7384066104321,0.5932203174226638
F563-1,293.32690564172395,770.0709572988502,0.6271186425808735
F563-1,275.59313037584457,691.1702658240076,0.6610169238748472
F563-1,261.7814811367301,634.4260344956746,0.6949152490330568
F563-1,248.4004590760186,585.603188488738,0.7288135741912662
F563-1,232.7289790002202,525.8251578124373,0.7627118554852402
F563-1,218.48199694774945,477.97074581293816,0.796610136779214
F563-1,207.28604387155346,438.17149755246436,0.8305084180731879
F563-1,195.36355215870904,400.9106603708034,0.8644067870956331
F563-1,183.83222377394296,367.29455655291025,0.8983050683896071
F563-1,173.8720423867582,336.4338211215205,0.9322033496835808
F563-1,164.1251544473051,307.68253444755993,0.9661017187060262
F563-1,154.9594232205932,284.6418766981377,1.0
F563-V1,70.75416515044255,159.72425359042336,0.01694915224568491
F563-V1,70.7541598413487,159.7242373102742,0.05084745673705473
